condition,ex2_order,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,ex2_allomorph,item,first,second
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_138,2.0,Juni,2.34375,-0.34375,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_143,1.0,Februar,2.1875,-1.1875,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_145,4.0,Februar,4.15625,-0.15625,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_147,5.0,Juni,4.84375,0.15625,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_155,1.0,Februar,3.21875,-2.21875,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_167,4.0,Februar,3.8125,0.1875,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3.4,heit first,NaN,Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,participant_168,5.0,Februar,4.03125,0.96875,simple,NaN,mismatch,"Papst zu werden, ist eine große Errungenschaft.
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.",Berühmt,Herrlichkeit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_2,2.0,Juni,2.633333333,-0.6333333329999999,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_5,2.0,Oktober,4.0625,-2.0625,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_9,1.0,Oktober,4.09375,-3.09375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_18,3.0,Oktober,3.3125,-0.3125,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_25,1.0,Oktober,1.75,-0.75,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_48,5.0,Oktober,4.53125,0.46875,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_50,4.0,Juni,3.0625,0.9375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_51,1.0,Oktober,1.96875,-0.96875,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_54,1.0,Juni,2.8125,-1.8125,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_60,1.0,Juni,2.71875,-1.71875,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_67,1.0,Oktober,4.0,-3.0,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_74,2.0,Juni,3.3125,-1.3125,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_79,1.0,Oktober,2.25,-1.25,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_83,1.0,Oktober,2.09375,-1.09375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_94,3.0,Oktober,2.90625,0.09375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_97,2.0,Oktober,3.09375,-1.09375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_101,1.0,Juni,1.1875,-0.1875,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_116,1.0,Juni,3.75,-2.75,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_117,1.0,Oktober,2.25,-1.25,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_122,1.0,Oktober,2.625,-1.625,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_123,1.0,Juni,3.84375,-2.84375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_124,1.0,Oktober,2.78125,-1.78125,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_137,1.0,Oktober,1.9375,-0.9375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_138,1.0,Juni,2.34375,-1.34375,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_147,6.0,Juni,4.84375,1.15625,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3'.1,keit first,NaN,Die Geisterbahn ist voller Grausam- und Dunkelheit.,participant_158,1.0,Oktober,1.90625,-0.90625,simple,NaN,mismatch,Die Geisterbahn ist voller Grausam- und Dunkelheit.,Grausam,Dunkelheit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_3,5.0,Juli,3.733333333,1.266666667,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_7,5.0,Juli,3.903225806,1.096774194,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_14,6.0,März,3.3125,2.6875,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_15,6.0,Juli,4.59375,1.40625,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_20,6.0,März,3.59375,2.40625,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_34,1.0,Juli,3.1875,-2.1875,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_37,3.0,März,1.90625,1.09375,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_41,1.0,März,2.9375,-1.9375,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_42,4.0,Juli,2.84375,1.15625,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_49,5.0,Juli,3.3125,1.6875,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_65,3.0,Juli,2.5625,0.4375,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_87,3.0,Juli,3.59375,-0.59375,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_90,2.0,März,3.0,-1.0,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_95,3.0,März,2.5625,0.4375,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_106,1.0,Juli,1.65625,-0.65625,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_109,1.0,März,2.178571429,-1.1785714289999998,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_126,6.0,März,3.65625,2.34375,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_128,1.0,Juli,1.53125,-0.53125,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_136,1.0,März,1.8125,-0.8125,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_142,2.0,März,4.125,-2.125,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_148,2.0,März,1.875,0.125,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_149,2.0,Juli,2.71875,-0.71875,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3.3,heit first,NaN,Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,participant_157,1.0,Juli,2.0,-1.0,simple,NaN,mismatch,"Die Mitschülerin hat das Mädchen gehänselt.
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.",Gemein,Hässlichkeit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_3,3.0,Juli,3.733333333,-0.733333333,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_7,4.0,Juli,3.903225806,0.09677419399999998,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_14,4.0,März,3.3125,0.6875,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_15,4.0,Juli,4.59375,-0.59375,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_20,1.0,März,3.59375,-2.59375,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_34,1.0,Juli,3.1875,-2.1875,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_37,1.0,März,1.90625,-0.90625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_41,1.0,März,2.9375,-1.9375,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_42,4.0,Juli,2.84375,1.15625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_49,1.0,Juli,3.3125,-2.3125,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_65,1.0,Juli,2.5625,-1.5625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_87,4.0,Juli,3.59375,0.40625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_90,2.0,März,3.0,-1.0,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_95,1.0,März,2.5625,-1.5625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_106,1.0,Juli,1.65625,-0.65625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_109,1.0,März,2.178571429,-1.1785714289999998,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_126,2.0,März,3.65625,-1.65625,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_128,1.0,Juli,1.53125,-0.53125,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_136,1.0,März,1.8125,-0.8125,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_142,2.0,März,4.125,-2.125,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_148,2.0,März,1.875,0.125,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_149,1.0,Juli,2.71875,-1.71875,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.4,keit first,NaN,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,participant_157,1.0,Juli,2.0,-1.0,simple,NaN,mismatch,Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Herrlich,Berühmtheit
Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_4,6.0,Februar,3.65625,2.34375,simple,NaN,mismatch,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,Notwendig,Knappheit
Mis 3'.5,keit first,NaN,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,participant_6,2.0,Februar,3.03125,-1.03125,simple,NaN,mismatch,Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,Notwendig,Knappheit
